"","ICcode.TRAC","X","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Ver","Ver.r","ICtypology","MetricType","ICType"
"22","inapplicable",76,5808,"BLA","Black Sea","TW","NO","YES","RO","ROTT03","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.2,9,"mg/L",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"23","inapplicable",77,5810,"BLA","Black Sea","TW","NO","YES","RO","ROTT03","RO1000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,0.339,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"24","inapplicable",86,6011,"BLA","Black Sea","TW","NO","YES","RO","ROTT02","RO1000",5,"QE3-1-3-1 - Oxygen saturation (%)","% oxygen saturation",NA,"Yes","AA-EQS",NA,80,100,"PC02",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"25","inapplicable",87,6012,"BLA","Black Sea","TW","NO","YES","RO","ROTT03","RO1000",5,"QE3-1-3-1 - Oxygen saturation (%)","% oxygen saturation","Bottom Dissolved oxygen","Yes","AA-EQS",NA,60,80,"PC02",NA,TRUE,"High low",NA,NA,NA,"Bottom","Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"26","inapplicable",209,7303,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A-T-P/P","PTRH9",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"No","95th percentile",NA,0.452,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"27","inapplicable",210,7304,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A-T-P/P","PTRH9",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"No","95th percentile",NA,70,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"28","inapplicable",828,11540,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,0.9,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"29","inapplicable",829,11541,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"TN",NA,NA,"AA-EQS",NA,1.9,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"30","inapplicable",830,11542,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,90,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"31","inapplicable",831,11543,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"TP",NA,NA,"AA-EQS",NA,150,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"32","inapplicable",832,11544,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"Total Inorganic N",NA,NA,"AA-EQS",NA,1.05,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"33","inapplicable",833,11545,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"Secchi disk depth",NA,NA,"AA-EQS",NA,1.5,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"34","inapplicable",834,11546,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"Dissolved oxygen",NA,NA,"summer minimum",NA,4.2,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,"Bottom","Ver7e_revised","ver3","no match","quantile seasonal","inapplicable"
"35","inapplicable",835,11547,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"TOC",NA,NA,"summer","summer average",10,NA,"mgC/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"36","inapplicable",836,11548,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"% oxygen saturation",NA,NA,"maximum",NA,80,120,"PC02",NA,TRUE,"High low",NA,NA,NA,"surf","Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"37","inapplicable",837,11549,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"pH",NA,NA,"AA-EQS",NA,8,8.8,"pH",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"38","inapplicable",838,11550,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,0.011,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"39","inapplicable",839,11551,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"TN",NA,NA,"AA-EQS",NA,0.3,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"40","inapplicable",840,11552,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,3,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"41","inapplicable",841,11553,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"TP",NA,NA,"AA-EQS",NA,30,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"42","inapplicable",842,11554,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"Total Inorganic N",NA,NA,"AA-EQS",NA,0.026,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"43","inapplicable",843,11555,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"Secchi disk depth",NA,NA,"AA-EQS",NA,3.6,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"44","inapplicable",844,11556,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"Dissolved oxygen",NA,NA,"summer minimum",NA,4.2,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,"Bottom","Ver7e_revised","ver3","no match","quantile seasonal","inapplicable"
"45","inapplicable",845,11557,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"TOC",NA,NA,"summer","summer average",10,NA,"mgC/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"46","inapplicable",846,11558,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"% oxygen saturation",NA,NA,"maximum",NA,80,120,"PC02",NA,TRUE,"High low",NA,NA,NA,"surf","Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"47","inapplicable",847,11559,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"pH",NA,NA,"AA-EQS",NA,8,8.8,"pH",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"48","inapplicable",848,11560,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,0.12,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"49","inapplicable",849,11561,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"TN",NA,NA,"AA-EQS",NA,0.4,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"50","inapplicable",850,11562,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,18,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"51","inapplicable",851,11563,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"TP",NA,NA,"AA-EQS",NA,35,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"52","inapplicable",852,11564,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"Total Inorganic N",NA,NA,"AA-EQS",NA,0.15,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"53","inapplicable",853,11565,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"Secchi disk depth",NA,NA,"AA-EQS",NA,2.8,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"54","inapplicable",854,11566,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"Dissolved oxygen",NA,NA,"summer minimum",NA,4.2,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,"Bottom","Ver7e_revised","ver3","no match","quantile seasonal","inapplicable"
"55","inapplicable",855,11567,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"TOC",NA,NA,"summer","summer average",10,NA,"mgC/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"56","inapplicable",856,11568,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"% oxygen saturation",NA,NA,"maximum",NA,80,120,"PC02",NA,TRUE,"High low",NA,NA,NA,"surf","Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"57","inapplicable",857,11569,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"pH",NA,NA,"AA-EQS",NA,8,8.8,"pH",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"58","inapplicable",858,11570,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,0.17,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"59","inapplicable",859,11571,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"TN",NA,NA,"AA-EQS",NA,0.4,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"60","inapplicable",860,11572,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,35,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"61","inapplicable",861,11573,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"TP",NA,NA,"AA-EQS",NA,45,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"62","inapplicable",862,11574,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"Total Inorganic N",NA,NA,"AA-EQS",NA,0.225,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"63","inapplicable",875,11587,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH4A",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.3,NA,"mgN/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"64","inapplicable",876,11588,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH4A",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.6,NA,"mgN/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"65","inapplicable",877,11589,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH4A",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.5,NA,"mgN/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"66","inapplicable",878,11590,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH4A",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,1,NA,"mgN/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"67","inapplicable",879,11591,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH5A",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.3,NA,"mgN/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"68","inapplicable",883,11595,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH6",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.3,NA,"mgN/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"69","inapplicable",885,11597,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH6",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.5,NA,"mgN/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"70","inapplicable",887,11599,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.3,NA,"mgN/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"71","inapplicable",889,11601,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.5,NA,"mgN/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"72","inapplicable",891,11603,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH8",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.3,NA,"mgN/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"73","inapplicable",893,11605,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH8",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.5,NA,"mgN/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"74","inapplicable",243,7798,"BLA","Black Sea","TW","NO","YES","BG","L9","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,2,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"75","inapplicable",244,7799,"BLA","Black Sea","TW","NO","YES","BG","L10","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,2,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of  mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"76","inapplicable",245,7856,"BLA","Black Sea","TW","NO","YES","BG","L7","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","AA-EQS",NA,60,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"77","inapplicable",246,7857,"BLA","Black Sea","TW","NO","YES","BG","L8","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","AA-EQS",NA,60,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"78","inapplicable",208,7300,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A-T-P/P","PTRH9",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"No","95th percentile",NA,0.8,6,"m",NA,TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"79","inapplicable",225,7667,"BLA","Black Sea","TW","NO","YES","BG","L7","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"80","inapplicable",226,7668,"BLA","Black Sea","TW","NO","YES","BG","L8","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"81","inapplicable",227,7669,"BLA","Black Sea","TW","NO","YES","BG","L9","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"82","inapplicable",228,7670,"BLA","Black Sea","TW","NO","YES","BG","L10","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"83","inapplicable",229,7683,"BLA","Black Sea","TW","NO","YES","BG","L7","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","AA-EQS",NA,6,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"84","inapplicable",230,7684,"BLA","Black Sea","TW","NO","YES","BG","L8","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","AA-EQS",NA,6,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
